Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Revenue,Month
6428-1,2016-05-12,Gregh Bank,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Express Air,2016-05-14,4.53,7.3,$2.77,34.0,126.3,0%,3.76,$124.76,7.72,126.57,124.76,2016-05
6429-1,2016-09-14,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Not Specified,Artisan Printable Repositionable Plastic Tabs,Technology,Small Pack,Regular Air,2016-09-16,5.33,8.6,$3.27,21.0,811.6,9%,7.22,$790.96,6.19,794.63,790.96,2016-09
6429-1,2016-10-08,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,"210 Trimline Phone, White",Office Supplies,Wrap Bag,Regular Air,2016-10-08,9.91,15.99,$6.08,36.0,730.14,0%,65.71,$664.43,11.28,676.82,664.43,2016-10
6429-1,2016-12-08,Amy Hunt,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2016-12-10,3.84,6.3,$2.46,8.0,328.08,7%,32.83,$260.91,0.5,265.97,260.91,2016-12
6429-1,2016-09-15,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2016-09-16,3.65,5.98,$2.33,6.0,254.64,4%,7.04,$246.61,1.49,256.94,246.61,2016-09
6429-1,2015-12-09,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Brown Kraft Recycled Envelopes,Office Supplies,Small Pack,Regular Air,2015-12-09,11.04,16.98,$5.94,34.0,128.0,0%,12.52,$120.48,12.39,122.98,120.48,2015-12
6429-1,2016-08-24,Jasper Cacioppo,"260 Marrickville Rd,Marrickville",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2016-09-02,3.65,5.98,$2.33,42.0,723.82,9%,7.14,$767.22,1.49,776.22,767.22,2016-08
6429-1,2016-09-25,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2016-09-26,3.84,6.3,$2.46,27.0,283.72,6%,18.87,$261.97,0.5,268.76,261.97,2016-09
6429-1,2016-10-01,David Flashing,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2016-10-02,0.24,1.26,$1.02,38.0,132.48,2%,6.62,$125.86,0.7,126.77,125.86,2016-10
6429-1,2015-05-01,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,NSW,Corporate,Natasha Song,Critical,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2015-05-02,11.04,16.98,$5.94,8.0,2755.33,4%,233.69,"$2,763.27",12.39,2659.21,2763.27,2015-05
6429-1,2016-12-18,Ken Danat,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Smiths Pushpins,Technology,Jumbo Drum,Delivery Truck,2016-12-20,0.94,1.88,$0.94,31.0,130.32,6%,7.75,$128.39,0.79,136.95,128.39,2016-12
6430-1,2015-08-27,Lycoris Saunders,"154 Castlereagh St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,Assorted Color Push Pins,Technology,Small Box,Regular Air,2015-08-28,0.87,1.81,$0.94,13.0,59.14,3%,0.0,$59.24,0.75,60.67,59.24,2015-08
6430-1,2016-10-11,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2016-10-15,2.31,3.78,$1.47,4.0,83.16,8%,8.32,$74.84,0.71,75.55,74.84,2016-10
6430-1,2016-07-05,Denise Monton,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,High,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,2016-07-07,0.93,1.6,$0.67,50.0,63.96,9%,5.46,$52.08,1.29,62.58,52.08,2016-07
6430-1,2016-08-24,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,2016-08-24,0.9,2.1,$1.20,19.0,63.84,0%,0.64,$63.10,0.7,66.69,63.1,2016-08
6430-1,2015-06-28,Max Engle,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Smiths Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-06-29,3.95,6.08,$2.13,41.0,285.0,0%,1.86,$269.39,1.82,259.39,269.39,2015-06
6430-1,2017-02-03,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Express Air,2017-02-05,0.93,1.6,$0.67,34.0,35.4,7%,1.52,$33.20,1.29,33.69,33.2,2017-02
6431-1,2016-02-12,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,2016-02-13,16.85,27.18,$10.33,14.0,2191.53,9%,49.53,"$2,003.52",8.23,1032.74,2003.52,2016-02
6432-1,2016-10-12,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,Regular Air,2016-10-14,21.56,35.94,$14.38,38.0,2262.0,10%,45.24,"$2,216.76",6.66,2236.75,2216.76,2016-10
6432-1,2016-08-14,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Pack,Regular Air,2016-08-23,54.29,90.48,$36.19,15.0,2205.5,0%,212.55,"$2,206.05",19.99,2226.75,2206.05,2016-08
6432-1,2016-10-27,Patrick Jones,"98 Oxford St,Woollahra",Sydney,NSW,Home Office,Phoebe Gour,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Pack,Regular Air,2016-10-28,54.29,90.48,$36.19,4.0,2942.76,3%,143.83,"$2,245.75",19.99,2246.75,2245.75,2016-10
6432-1,2016-02-23,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Home Office,Samantha Chairs,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2016-02-24,54.29,90.48,$36.19,32.0,2262.0,4%,23.26,"$2,216.76",19.99,2236.75,2216.76,2016-02
6432-1,2016-03-25,Taby Knight,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2016-03-25,156.5,300.97,$144.47,33.0,252.28,8%,0.0,"$2,346.95",7.18,2249.75,2346.95,2016-03
6432-1,2016-10-12,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-10-14,54.29,90.48,$36.19,30.0,2262.0,4%,45.24,"$2,216.76",19.99,2236.75,2216.76,2016-10
6433-1,2016-02-03,Darrin Martin,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Wrap Bag,Express Air,2016-02-05,21.56,35.94,$14.38,47.0,2262.04,7%,24.78,"$2,216.75",6.66,2236.75,2216.75,2016-02
6433-1,2016-12-06,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Office Shears by Apex,Technology,Jumbo Drum,Delivery Truck,2016-12-08,0.94,2.08,$1.14,16.0,85.7,9%,7.02,$79.92,2.56,70.63,79.92,2016-12
6433-1,2016-05-08,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,TechSavi Cordless Access Keyboard,Office Supplies,Small Box,Regular Air,2016-05-12,14.7,29.99,$15.29,42.0,585.88,10%,59.41,$508.83,5.5,515.69,508.83,2016-05
6433-1,2016-07-24,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 479 Labels,Technology,Small Box,Regular Air,2016-07-26,1.59,2.61,$1.02,48.0,66.1,4%,0.62,$62.38,0.5,63.17,62.38,2016-07
6433-1,2015-09-11,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2015-09-11,1.59,2.61,$1.02,35.0,33.48,9%,2.54,$30.26,0.5,31.38,30.26,2015-09
6433-1,2016-07-28,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,2016-07-30,32.02,152.48,$120.46,27.0,5080.74,10%,0.0,"$5,080.54",4.0,5027.04,5080.54,2016-07
6433-1,2016-05-02,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-05-03,54.29,90.48,$36.19,45.0,2343.68,6%,25.79,"$2,303.97",19.99,2775.63,2303.97,2016-05
6433-1,2015-01-13,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,Binder Posts,Technology,Large Box,Express Air,2015-01-15,3.5,5.74,$2.24,50.0,157.22,9%,14.33,$145.05,5.01,147.86,145.05,2015-01
6434-1,2016-06-30,Pyer Kendd,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2016-07-02,3.32,5.18,$1.86,28.0,201.42,0%,6.04,$195.68,2.04,210.07,195.68,2016-06
6434-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,Emerson C82 Color Inkjet Printer,Furniture,Small Pack,Regular Air,2013-03-31,76.79,119.99,$43.20,25.0,3060.98,0%,0.0,"$2,057.84",14.0,20458.84,2057.84,2013-03
6434-1,2016-01-02,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Express Air,2016-01-04,6.39,19.98,$13.59,2.0,179.82,7%,10.79,$169.03,4.0,173.03,169.03,2016-01
6435-1,2015-12-06,Ben Peterman,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2015-12-08,1.09,2.6,$1.51,39.0,75.82,5%,5.45,$69.11,2.4,70.68,69.11,2015-12
6435-1,2016-11-10,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,2016-11-12,0.9,2.1,$1.20,9.0,80.36,3%,6.32,$74.36,0.7,74.55,74.36,2016-11
6435-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2016-09-23,2.29,3.69,$1.40,42.0,188.92,6%,7.92,$165.60,0.5,168.04,165.6,2016-09
6436-1,2016-10-15,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Critical,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,2016-10-15,56.16,136.98,$80.82,8.0,3698.46,2%,332.86,"$3,355.60",24.49,3390.09,3355.6,2016-10
6436-1,2016-10-15,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Technology,Small Pack,Regular Air,2016-10-15,56.16,136.98,$80.82,21.0,3698.46,9%,332.86,"$3,365.60",24.49,3390.09,3365.6,2016-10
6436-1,2016-10-15,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Technology,Small Pack,Express Air,2016-10-16,56.16,136.98,$80.82,1.0,3698.46,0%,332.86,"$3,365.60",24.49,3390.09,3365.6,2016-10
6436-1,2016-01-28,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Consumer,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Express Air,2016-01-29,2.45,3.89,$1.44,32.0,67.83,5%,4.43,$60.86,7.01,62.87,60.86,2016-01
6436-1,2016-05-02,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016-05-03,5.19,12.98,$7.79,48.0,225.1,8%,2.25,$213.20,3.14,213.29,213.2,2016-05
6437-1,2015-04-18,Trudy Schmidt,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Corporate,Preston Senome,Low,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,2015-04-18,1.94,3.08,$1.14,19.0,101.9,0%,7.36,$104.04,0.99,109.84,104.04,2015-04
6438-1,2016-10-27,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2016-10-28,1.09,2.6,$1.51,6.0,31.2,5%,1.56,$29.64,2.4,32.04,29.64,2016-10
6438-1,2016-12-14,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,High,Steady Major Accent Highlighters,Technology,Small Box,Regular Air,2016-12-15,3.75,7.08,$3.33,13.0,166.6,3%,4.48,$152.07,2.35,156.87,152.07,2016-12
6438-1,2016-05-14,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Small Business,Preston Senome,Not Specified,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2016-05-16,1.09,2.6,$1.51,37.0,69.12,7%,5.45,$62.87,2.4,63.46,62.87,2016-05
6438-1,2016-10-28,Logan Haushalter,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Medium,12 Colored Short Pencils,Technology,Medium Box,Regular Air,2016-10-30,1.09,2.6,$1.51,25.0,31.2,5%,1.56,$29.64,2.4,32.04,29.64,2016-10
6439-1,2015-08-26,Edward Becker,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Medium,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,Express Air,2015-08-27,156.5,300.97,$144.47,24.0,2705.32,6%,42.01,"$2,600.95",7.18,2749.75,2600.95,2015-08
6439-1,2016-09-15,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Oanya Zhang,Medium,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,2016-09-16,3.14,4.91,$1.77,22.0,82.01,8%,7.24,$57.66,0.5,73.57,57.66,2016-09
6439-1,2016-03-26,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016-03-28,4.46,10.89,$6.43,23.0,252.38,1%,0.0,$251.74,4.5,257.35,251.74,2016-03
6440-1,2016-02-01,Patrick Gardner,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Pack,Regular Air,2016-02-02,4.46,10.89,$6.43,16.0,356.85,2%,22.38,$300.56,4.5,305.06,300.56,2016-02
6440-1,2016-08-24,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,2016-08-25,3.5,5.74,$2.24,10.0,326.7,10%,26.14,$300.56,5.01,305.06,300.56,2016-08
6440-1,2016-10-18,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,2016-10-21,56.16,136.98,$80.82,20.0,2866.58,0%,143.83,"$2,731.75",24.49,2757.25,2731.75,2016-10
6441-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Express Air,2015-10-24,1.84,2.88,$1.04,41.0,7.6,7%,0.6,$8.16,0.99,10.24,8.16,2015-10
6441-1,2015-12-16,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,Low,Beekin 105-Key Black Keyboard,Office Supplies,Small Pack,Regular Air,2015-12-18,6.39,19.98,$13.59,49.0,359.64,8%,14.39,$345.25,4.0,349.25,345.25,2015-12
6442-1,2015-06-25,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,2015-06-27,6.39,19.98,$13.59,29.0,2262.0,9%,55.36,"$2,206.05",4.0,2266.75,2206.05,2015-06
6442-1,2016-09-28,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2016-09-30,13.88,22.38,$8.50,46.0,929.4,9%,27.88,$907.52,15.1,928.63,907.52,2016-09
6442-1,2016-06-29,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Low,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2016-06-30,5.33,8.6,$3.27,43.0,201.42,8%,6.04,$195.38,6.19,210.48,195.38,2016-06
6442-1,2016-07-05,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Artisan 479 Labels,Technology,Small Box,Regular Air,2016-07-07,1.59,2.61,$1.02,20.0,136.32,7%,5.74,$127.14,0.5,129.57,127.14,2016-07
6442-1,2016-12-17,Theresa Coyne,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2016-12-19,2.26,3.58,$1.32,29.0,136.32,10%,4.48,$128.14,5.47,129.53,128.14,2016-12
6442-1,2016-01-24,Joy Bell,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Low,Artisan Arch Ring Binders,Technology,Jumbo Drum,Delivery Truck,2016-01-25,36.02,58.1,$22.08,42.0,92.11,0%,0.02,$95.20,1.49,93.01,95.2,2016-01
6442-1,2016-06-30,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Consumer,Phoebe Gour,High,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Pack,Regular Air,2016-07-01,32.02,152.48,$120.46,24.0,5080.74,10%,0.0,"$5,885.84",4.0,5054.78,5885.84,2016-06
6443-1,2016-10-13,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016-10-15,4.46,10.89,$6.43,8.0,2165.6,2%,45.24,"$2,216.70",4.5,2219.04,2216.7,2016-10
6443-1,2016-10-20,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Express Air,2016-10-20,2.26,3.58,$1.32,20.0,121.72,5%,8.52,$113.20,5.47,118.67,113.2,2016-10
6443-1,2016-10-20,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,High,Artisan Poly Binder Pockets,Furniture,Large Box,Regular Air,2016-10-20,2.26,3.58,$1.32,41.0,121.72,4%,8.62,$113.20,5.47,118.67,113.2,2016-10
6443-1,2016-06-29,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Critical,Binding Machine Supplies,Technology,Medium Box,Regular Air,2016-07-01,18.38,29.17,$10.79,49.0,356.93,6%,1.0,$356.83,6.27,361.64,356.83,2016-06
6443-1,2016-01-26,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,High,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2016-01-28,2.29,3.69,$1.40,43.0,121.63,7%,8.66,$116.76,0.5,118.27,116.76,2016-01
6443-1,2016-10-27,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,2016-10-28,32.02,152.48,$120.46,40.0,2876.58,4%,143.83,"$2,732.75",4.0,2757.54,2732.75,2016-10
6443-1,2016-10-21,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Express Air,2016-10-23,2.29,3.69,$1.40,2.0,121.72,7%,8.52,$113.26,0.5,118.77,113.26,2016-10
6443-1,2016-10-31,Rick Wilson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Consumer,Natasha Song,Low,Artisan 487 Labels,Office Supplies,Small Box,Express Air,2016-10-31,2.29,3.69,$1.40,8.0,121.72,9%,8.22,$113.20,0.5,118.67,113.2,2016-10
6443-1,2016-09-26,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Binder Clips by OIC,Office Supplies,Small Pack,Regular Air,2016-10-05,0.93,1.48,$0.55,36.0,40.84,10%,3.43,$48.45,0.7,45.03,48.45,2016-09
6443-1,2016-11-28,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016-11-29,4.46,10.89,$6.43,25.0,75.64,10%,1.41,$74.17,4.5,75.67,74.17,2016-11
6444-1,2016-11-17,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Brown Kraft Recycled Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-11-19,11.04,16.98,$5.94,42.0,781.08,0%,70.3,$710.78,12.39,723.17,710.78,2016-11
6445-1,2014-06-29,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Binding Machine Supplies,Technology,Small Box,Regular Air,2014-06-28,18.38,29.17,$10.79,39.0,599.8,9%,0.0,$599.80,6.27,505.0,599.8,2014-06
6445-1,2016-10-22,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Express Air,2016-10-24,2.29,3.58,$1.29,23.0,114.84,7%,8.04,$106.80,1.63,107.3,106.8,2016-10
6445-1,2016-10-22,Cicole Hansen,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2016-10-23,1.59,2.61,$1.02,20.0,114.84,10%,8.04,$106.80,0.5,107.3,106.8,2016-10
6445-1,2016-03-21,Deanra Eno,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 479 Labels,Technology,Medium Box,Regular Air,2016-03-22,1.59,2.61,$1.02,45.0,114.8,3%,9.49,$106.21,0.5,107.3,106.21,2016-03
6445-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2016-06-16,1.59,2.61,$1.02,50.0,114.84,9%,8.04,$106.80,0.5,107.3,106.8,2016-06
6445-1,2016-01-19,Sue Ann Reed,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,2016-01-19,13.64,20.98,$7.34,16.0,873.16,6%,78.24,$764.34,1.49,779.63,764.34,2016-01
6445-1,2017-02-03,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Medium,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,2017-02-05,2.9,4.76,$1.86,9.0,26.92,9%,0.71,$26.63,0.88,27.62,26.63,2017-02
6445-1,2016-08-24,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2016-08-24,4.79,11.97,$7.18,35.0,336.7,2%,26.14,$320.76,5.81,310.97,320.76,2016-08
6445-1,2016-01-19,Sue Ann Reed,"501 George St,Sydney",Sydney,NSW,Consumer,Simantha Chairs,Critical,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,2016-01-19,8.82,20.99,$12.17,50.0,58.04,9%,3.94,$54.46,4.81,55.12,54.46,2016-01
6445-1,2016-10-22,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2016-10-23,1.59,2.61,$1.02,31.0,114.84,7%,8.04,$106.80,0.5,107.3,106.8,2016-10
6446-1,2016-05-20,Toby Carlislo,"6/15 Cross Street,Double Bay",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Technology,Small Box,Regular Air,2016-05-22,8.92,29.74,$20.82,33.0,581.76,5%,57.78,$518.68,6.64,531.92,518.68,2016-05
